sample_id,article_id,slug,image_path,frame_name,is_baseline_equivalent,visible_candidate,confidence,location,description,visual_confirmation_only,speculation,response_time_sec,parse_success,raw_response
R02-044_frame_0012,R02-044,DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020,data/adaptive_frames/20260626/DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020/frame_0012.png,frame_0012.png,False,False,0.0,中央,船が映っている。,True,False,5.25,True,"{
  ""visible_candidate"": false,
  ""confidence"": 0.0,
  ""location"": ""中央"",
  ""description"": ""船が映っている。"",
  ""visual_confirmation_only"": true,
  ""speculation"": false
}"
R02-044_frame_0015,R02-044,DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020,data/adaptive_frames/20260626/DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020/frame_0015.png,frame_0015.png,False,False,0.0,中央,船が映っている,True,False,5.24,True,"{
  ""visible_candidate"": false,
  ""confidence"": 0.0,
  ""location"": ""中央"",
  ""description"": ""船が映っている"",
  ""visual_confirmation_only"": true,
  ""speculation"": false
}"
R02-044_frame_0018,R02-044,DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020,data/adaptive_frames/20260626/DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020/frame_0018.png,frame_0018.png,False,False,0.0,中央,船が映っている。,True,False,5.24,True,"{
  ""visible_candidate"": false,
  ""confidence"": 0.0,
  ""location"": ""中央"",
  ""description"": ""船が映っている。"",
  ""visual_confirmation_only"": true,
  ""speculation"": false
}"
R02-044_frame_0021,R02-044,DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020,data/adaptive_frames/20260626/DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020/frame_0021.png,frame_0021.png,False,False,0.0,中央,船が映っている。,True,False,5.23,True,"{
  ""visible_candidate"": false,
  ""confidence"": 0.0,
  ""location"": ""中央"",
  ""description"": ""船が映っている。"",
  ""visual_confirmation_only"": true,
  ""speculation"": false
}"
R02-044_frame_0024,R02-044,DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020,data/adaptive_frames/20260626/DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020/frame_0024.png,frame_0024.png,False,False,0.0,中央,船が映っている,True,False,5.26,True,"{
  ""visible_candidate"": false,
  ""confidence"": 0.0,
  ""location"": ""中央"",
  ""description"": ""船が映っている"",
  ""visual_confirmation_only"": true,
  ""speculation"": false
}"
R02-044_frame_0027,R02-044,DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020,data/adaptive_frames/20260626/DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020/frame_0027.png,frame_0027.png,False,True,0.8,中央右側,不明飛翔体の形状を示唆する光点,True,False,5.35,True,"{
  ""visible_candidate"": true,
  ""confidence"": 0.8,
  ""location"": ""中央右側"",
  ""description"": ""不明飛翔体の形状を示唆する光点"",
  ""visual_confirmation_only"": true,
  ""speculation"": false
}"
R02-044_frame_0030,R02-044,DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020,data/adaptive_frames/20260626/DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020/frame_0030.png,frame_0030.png,True,True,0.7,中央上部,不明飛翔体の光点,True,False,5.29,True,"{
  ""visible_candidate"": true,
  ""confidence"": 0.7,
  ""location"": ""中央上部"",
  ""description"": ""不明飛翔体の光点"",
  ""visual_confirmation_only"": true,
  ""speculation"": false
}"
R02-044_frame_0033,R02-044,DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020,data/adaptive_frames/20260626/DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020/frame_0033.png,frame_0033.png,False,True,0.7,中央左側,不明飛翔体の光点,True,False,5.32,True,"{
  ""visible_candidate"": true,
  ""confidence"": 0.7,
  ""location"": ""中央左側"",
  ""description"": ""不明飛翔体の光点"",
  ""visual_confirmation_only"": true,
  ""speculation"": false
}"
R02-044_frame_0036,R02-044,DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020,data/adaptive_frames/20260626/DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020/frame_0036.png,frame_0036.png,False,True,0.7,中央,不明飛翔体,True,False,5.25,True,"{
  ""visible_candidate"": true,
  ""confidence"": 0.7,
  ""location"": ""中央"",
  ""description"": ""不明飛翔体"",
  ""visual_confirmation_only"": true,
  ""speculation"": false
}"
R02-044_frame_0039,R02-044,DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020,data/adaptive_frames/20260626/DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020/frame_0039.png,frame_0039.png,False,True,0.7,中央,不明飛翔体の光点,True,False,5.28,True,"{
  ""visible_candidate"": true,
  ""confidence"": 0.7,
  ""location"": ""中央"",
  ""description"": ""不明飛翔体の光点"",
  ""visual_confirmation_only"": true,
  ""speculation"": false
}"
R02-044_frame_0042,R02-044,DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020,data/adaptive_frames/20260626/DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020/frame_0042.png,frame_0042.png,False,True,0.7,中央,不明飛翔体の光点,True,False,5.28,True,"{
  ""visible_candidate"": true,
  ""confidence"": 0.7,
  ""location"": ""中央"",
  ""description"": ""不明飛翔体の光点"",
  ""visual_confirmation_only"": true,
  ""speculation"": false
}"
R02-044_frame_0045,R02-044,DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020,data/adaptive_frames/20260626/DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020/frame_0045.png,frame_0045.png,False,True,0.7,中央,不明飛翔体の光点,True,False,5.28,True,"{
  ""visible_candidate"": true,
  ""confidence"": 0.7,
  ""location"": ""中央"",
  ""description"": ""不明飛翔体の光点"",
  ""visual_confirmation_only"": true,
  ""speculation"": false
}"
R02-044_frame_0048,R02-044,DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020,data/adaptive_frames/20260626/DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020/frame_0048.png,frame_0048.png,False,True,0.7,中央,不明飛翔体,True,False,5.28,True,"{
  ""visible_candidate"": true,
  ""confidence"": 0.7,
  ""location"": ""中央"",
  ""description"": ""不明飛翔体"",
  ""visual_confirmation_only"": true,
  ""speculation"": false
}"
R02-044_frame_0051,R02-044,DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020,data/adaptive_frames/20260626/DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020/frame_0051.png,frame_0051.png,False,True,0.7,中央,不明飛翔体の影,True,False,5.29,True,"{
  ""visible_candidate"": true,
  ""confidence"": 0.7,
  ""location"": ""中央"",
  ""description"": ""不明飛翔体の影"",
  ""visual_confirmation_only"": true,
  ""speculation"": false
}"
R02-044_frame_0054,R02-044,DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020,data/adaptive_frames/20260626/DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020/frame_0054.png,frame_0054.png,False,False,0.0,中央,不明飛翔体,True,False,5.25,True,"{
  ""visible_candidate"": false,
  ""confidence"": 0.0,
  ""location"": ""中央"",
  ""description"": ""不明飛翔体"",
  ""visual_confirmation_only"": true,
  ""speculation"": false
}"
R02-044_frame_0057,R02-044,DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020,data/adaptive_frames/20260626/DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020/frame_0057.png,frame_0057.png,False,False,0.0,中央,十字型のマークと小さな光点が確認できる。,True,False,5.3,True,"{
  ""visible_candidate"": false,
  ""confidence"": 0.0,
  ""location"": ""中央"",
  ""description"": ""十字型のマークと小さな光点が確認できる。"",
  ""visual_confirmation_only"": true,
  ""speculation"": false
}"
R02-044_frame_0060,R02-044,DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020,data/adaptive_frames/20260626/DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020/frame_0060.png,frame_0060.png,True,True,0.7,中央,不明飛翔体の疑似像,True,False,5.32,True,"{
  ""visible_candidate"": true,
  ""confidence"": 0.7,
  ""location"": ""中央"",
  ""description"": ""不明飛翔体の疑似像"",
  ""visual_confirmation_only"": true,
  ""speculation"": false
}"
R02-044_frame_0063,R02-044,DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020,data/adaptive_frames/20260626/DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020/frame_0063.png,frame_0063.png,False,True,0.7,中央,不明飛翔体,True,False,5.28,True,"{
  ""visible_candidate"": true,
  ""confidence"": 0.7,
  ""location"": ""中央"",
  ""description"": ""不明飛翔体"",
  ""visual_confirmation_only"": true,
  ""speculation"": false
}"
R02-044_frame_0066,R02-044,DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020,data/adaptive_frames/20260626/DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020/frame_0066.png,frame_0066.png,False,True,0.7,中央,不明飛翔体の影,True,False,5.31,True,"{
  ""visible_candidate"": true,
  ""confidence"": 0.7,
  ""location"": ""中央"",
  ""description"": ""不明飛翔体の影"",
  ""visual_confirmation_only"": true,
  ""speculation"": false
}"
R02-044_frame_0069,R02-044,DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020,data/adaptive_frames/20260626/DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020/frame_0069.png,frame_0069.png,False,True,0.7,中央,不明飛翔体の影,True,False,5.3,True,"{
  ""visible_candidate"": true,
  ""confidence"": 0.7,
  ""location"": ""中央"",
  ""description"": ""不明飛翔体の影"",
  ""visual_confirmation_only"": true,
  ""speculation"": false
}"
R02-044_frame_0072,R02-044,DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020,data/adaptive_frames/20260626/DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020/frame_0072.png,frame_0072.png,False,True,0.7,中央,不明飛翔体の影,True,False,5.3,True,"{
  ""visible_candidate"": true,
  ""confidence"": 0.7,
  ""location"": ""中央"",
  ""description"": ""不明飛翔体の影"",
  ""visual_confirmation_only"": true,
  ""speculation"": false
}"
R02-044_frame_0075,R02-044,DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020,data/adaptive_frames/20260626/DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020/frame_0075.png,frame_0075.png,False,True,0.7,中央,不明飛翔体の光点,True,False,5.28,True,"{
  ""visible_candidate"": true,
  ""confidence"": 0.7,
  ""location"": ""中央"",
  ""description"": ""不明飛翔体の光点"",
  ""visual_confirmation_only"": true,
  ""speculation"": false
}"
R02-044_frame_0078,R02-044,DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020,data/adaptive_frames/20260626/DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020/frame_0078.png,frame_0078.png,False,True,0.7,中央,不明飛翔体の光点,True,False,5.41,True,"{
  ""visible_candidate"": true,
  ""confidence"": 0.7,
  ""location"": ""中央"",
  ""description"": ""不明飛翔体の光点"",
  ""visual_confirmation_only"": true,
  ""speculation"": false
}"
R02-044_frame_0081,R02-044,DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020,data/adaptive_frames/20260626/DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020/frame_0081.png,frame_0081.png,False,True,0.7,中央,不明飛翔体の光点,True,False,5.36,True,"{
  ""visible_candidate"": true,
  ""confidence"": 0.7,
  ""location"": ""中央"",
  ""description"": ""不明飛翔体の光点"",
  ""visual_confirmation_only"": true,
  ""speculation"": false
}"
R02-044_frame_0084,R02-044,DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020,data/adaptive_frames/20260626/DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020/frame_0084.png,frame_0084.png,False,True,0.7,中央,不明飛翔体,True,False,5.28,True,"{
  ""visible_candidate"": true,
  ""confidence"": 0.7,
  ""location"": ""中央"",
  ""description"": ""不明飛翔体"",
  ""visual_confirmation_only"": true,
  ""speculation"": false
}"
R02-044_frame_0087,R02-044,DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020,data/adaptive_frames/20260626/DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020/frame_0087.png,frame_0087.png,False,True,0.7,中央,不明飛翔体の光点,True,False,5.29,True,"{
  ""visible_candidate"": true,
  ""confidence"": 0.7,
  ""location"": ""中央"",
  ""description"": ""不明飛翔体の光点"",
  ""visual_confirmation_only"": true,
  ""speculation"": false
}"
R02-044_frame_0090,R02-044,DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020,data/adaptive_frames/20260626/DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020/frame_0090.png,frame_0090.png,True,True,0.7,中央,小さな光点が確認できる。,True,False,5.28,True,"{
  ""visible_candidate"": true,
  ""confidence"": 0.7,
  ""location"": ""中央"",
  ""description"": ""小さな光点が確認できる。"",
  ""visual_confirmation_only"": true,
  ""speculation"": false
}"
R02-044_frame_0093,R02-044,DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020,data/adaptive_frames/20260626/DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020/frame_0093.png,frame_0093.png,False,True,0.7,中央,不明飛翔体,True,False,5.25,True,"{
  ""visible_candidate"": true,
  ""confidence"": 0.7,
  ""location"": ""中央"",
  ""description"": ""不明飛翔体"",
  ""visual_confirmation_only"": true,
  ""speculation"": false
}"
R02-044_frame_0096,R02-044,DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020,data/adaptive_frames/20260626/DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020/frame_0096.png,frame_0096.png,False,True,0.7,中央,小さな光点が確認できる。,True,False,5.28,True,"{
  ""visible_candidate"": true,
  ""confidence"": 0.7,
  ""location"": ""中央"",
  ""description"": ""小さな光点が確認できる。"",
  ""visual_confirmation_only"": true,
  ""speculation"": false
}"
R02-044_frame_0099,R02-044,DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020,data/adaptive_frames/20260626/DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020/frame_0099.png,frame_0099.png,False,True,0.7,中央,不明飛翔体,True,False,5.25,True,"{
  ""visible_candidate"": true,
  ""confidence"": 0.7,
  ""location"": ""中央"",
  ""description"": ""不明飛翔体"",
  ""visual_confirmation_only"": true,
  ""speculation"": false
}"
R02-044_frame_0102,R02-044,DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020,data/adaptive_frames/20260626/DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020/frame_0102.png,frame_0102.png,False,True,0.7,中央,不明飛翔体の光点,True,False,5.29,True,"{
  ""visible_candidate"": true,
  ""confidence"": 0.7,
  ""location"": ""中央"",
  ""description"": ""不明飛翔体の光点"",
  ""visual_confirmation_only"": true,
  ""speculation"": false
}"
R02-044_frame_0105,R02-044,DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020,data/adaptive_frames/20260626/DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020/frame_0105.png,frame_0105.png,False,True,0.7,中央,不明飛翔体の光点,True,False,5.29,True,"{
  ""visible_candidate"": true,
  ""confidence"": 0.7,
  ""location"": ""中央"",
  ""description"": ""不明飛翔体の光点"",
  ""visual_confirmation_only"": true,
  ""speculation"": false
}"
R02-044_frame_0108,R02-044,DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020,data/adaptive_frames/20260626/DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020/frame_0108.png,frame_0108.png,False,True,0.7,中央上部,小さな光点が雲の中を動いている。,True,False,5.33,True,"{
  ""visible_candidate"": true,
  ""confidence"": 0.7,
  ""location"": ""中央上部"",
  ""description"": ""小さな光点が雲の中を動いている。"",
  ""visual_confirmation_only"": true,
  ""speculation"": false
}"
R02-044_frame_0111,R02-044,DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020,data/adaptive_frames/20260626/DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020/frame_0111.png,frame_0111.png,False,True,0.7,中央,不明飛翔体の可能性あり,True,False,5.3,True,"{
  ""visible_candidate"": true,
  ""confidence"": 0.7,
  ""location"": ""中央"",
  ""description"": ""不明飛翔体の可能性あり"",
  ""visual_confirmation_only"": true,
  ""speculation"": false
}"
R02-044_frame_0114,R02-044,DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020,data/adaptive_frames/20260626/DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020/frame_0114.png,frame_0114.png,False,True,0.7,中央,不明飛翔体の光点,True,False,5.3,True,"{
  ""visible_candidate"": true,
  ""confidence"": 0.7,
  ""location"": ""中央"",
  ""description"": ""不明飛翔体の光点"",
  ""visual_confirmation_only"": true,
  ""speculation"": false
}"
R02-044_frame_0117,R02-044,DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020,data/adaptive_frames/20260626/DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020/frame_0117.png,frame_0117.png,False,True,0.7,中央,不明飛翔体の光点,True,False,5.25,True,"{
  ""visible_candidate"": true,
  ""confidence"": 0.7,
  ""location"": ""中央"",
  ""description"": ""不明飛翔体の光点"",
  ""visual_confirmation_only"": true,
  ""speculation"": false
}"
R02-044_frame_0120,R02-044,DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020,data/adaptive_frames/20260626/DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020/frame_0120.png,frame_0120.png,True,True,0.7,中央,小さな光点が雲の中にある,True,False,5.29,True,"{
  ""visible_candidate"": true,
  ""confidence"": 0.7,
  ""location"": ""中央"",
  ""description"": ""小さな光点が雲の中にある"",
  ""visual_confirmation_only"": true,
  ""speculation"": false
}"
R02-044_frame_0123,R02-044,DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020,data/adaptive_frames/20260626/DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020/frame_0123.png,frame_0123.png,False,True,0.7,中央,不明飛翔体の光点,True,False,5.31,True,"{
  ""visible_candidate"": true,
  ""confidence"": 0.7,
  ""location"": ""中央"",
  ""description"": ""不明飛翔体の光点"",
  ""visual_confirmation_only"": true,
  ""speculation"": false
}"
R02-044_frame_0126,R02-044,DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020,data/adaptive_frames/20260626/DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020/frame_0126.png,frame_0126.png,False,True,0.7,中央,小さな光点が雲の中にある。,True,False,5.3,True,"{
  ""visible_candidate"": true,
  ""confidence"": 0.7,
  ""location"": ""中央"",
  ""description"": ""小さな光点が雲の中にある。"",
  ""visual_confirmation_only"": true,
  ""speculation"": false
}"
R02-044_frame_0129,R02-044,DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020,data/adaptive_frames/20260626/DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020/frame_0129.png,frame_0129.png,False,True,0.7,中央上部,小さな光点が雲に隠れている,True,False,5.33,True,"{
  ""visible_candidate"": true,
  ""confidence"": 0.7,
  ""location"": ""中央上部"",
  ""description"": ""小さな光点が雲に隠れている"",
  ""visual_confirmation_only"": true,
  ""speculation"": false
}"
R02-044_frame_0132,R02-044,DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020,data/adaptive_frames/20260626/DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020/frame_0132.png,frame_0132.png,False,True,0.7,中央,不明飛翔体,True,False,5.26,True,"{
  ""visible_candidate"": true,
  ""confidence"": 0.7,
  ""location"": ""中央"",
  ""description"": ""不明飛翔体"",
  ""visual_confirmation_only"": true,
  ""speculation"": false
}"
R02-044_frame_0135,R02-044,DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020,data/adaptive_frames/20260626/DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020/frame_0135.png,frame_0135.png,False,True,0.8,中央,不明飛翔体の光点,True,False,5.27,True,"{
  ""visible_candidate"": true,
  ""confidence"": 0.8,
  ""location"": ""中央"",
  ""description"": ""不明飛翔体の光点"",
  ""visual_confirmation_only"": true,
  ""speculation"": false
}"
R02-044_frame_0138,R02-044,DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020,data/adaptive_frames/20260626/DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020/frame_0138.png,frame_0138.png,False,True,0.7,中央,不明飛翔体の可能性あり,True,False,5.28,True,"{
  ""visible_candidate"": true,
  ""confidence"": 0.7,
  ""location"": ""中央"",
  ""description"": ""不明飛翔体の可能性あり"",
  ""visual_confirmation_only"": true,
  ""speculation"": false
}"
R02-044_frame_0141,R02-044,DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020,data/adaptive_frames/20260626/DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020/frame_0141.png,frame_0141.png,False,True,0.7,中央,黒い光点が確認できる。,True,False,5.31,True,"{
  ""visible_candidate"": true,
  ""confidence"": 0.7,
  ""location"": ""中央"",
  ""description"": ""黒い光点が確認できる。"",
  ""visual_confirmation_only"": true,
  ""speculation"": false
}"
R02-044_frame_0144,R02-044,DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020,data/adaptive_frames/20260626/DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020/frame_0144.png,frame_0144.png,False,True,0.7,中央,不明飛翔体の光点,True,False,5.3,True,"{
  ""visible_candidate"": true,
  ""confidence"": 0.7,
  ""location"": ""中央"",
  ""description"": ""不明飛翔体の光点"",
  ""visual_confirmation_only"": true,
  ""speculation"": false
}"
R02-044_frame_0147,R02-044,DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020,data/adaptive_frames/20260626/DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020/frame_0147.png,frame_0147.png,False,True,0.7,中央,不明飛翔体,True,False,5.27,True,"{
  ""visible_candidate"": true,
  ""confidence"": 0.7,
  ""location"": ""中央"",
  ""description"": ""不明飛翔体"",
  ""visual_confirmation_only"": true,
  ""speculation"": false
}"
R02-044_frame_0150,R02-044,DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020,data/adaptive_frames/20260626/DOW-UAP-PR044_Unresolved_UAP_Report_Middle_East_2020/frame_0150.png,frame_0150.png,True,True,0.8,中央,小さな光点が確認できる。,True,False,5.27,True,"{
  ""visible_candidate"": true,
  ""confidence"": 0.8,
  ""location"": ""中央"",
  ""description"": ""小さな光点が確認できる。"",
  ""visual_confirmation_only"": true,
  ""speculation"": false
}"
